id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,ingresos_mensual,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_flag,deuda_academica_months,puntualidad_pago,indice_financiero,rendimiento,asistencia_total_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,desercion
2027,F,1,Ciencias,Concertado,12.72,13.45,10.77,0.16197367857949452,75.72894615040111,75.15784687117622,80.0,13.09,0.0,85.26,45.71,64.94,Medio,1200,Beca_total,Bajo,3.8382872614627535,0,0,Puntual,77.17,73.37,83.07,46.97,7.0,72.51,0,0
2028,Other,8,Negocios,Concertado,17.46,19.57,7.78,44.058774612630806,54.785144825594145,2.341291034227986,58.25889806670812,22.93,0.0,10.9,38.52,74.08,Muy_bajo,300,Credito,Bajo,17.7502471283304,0,0,Puntual,64.51,68.11,8.35,26.87,7.0,15.22,0,1
2029,M,3,Negocios,Publico,17.35,16.5,13.65,69.78139068825237,59.93041366041068,8.477976748680494,69.09193526400873,0.4,77.84,21.64,47.12,80.2,Alto,3000,Pago_directo,Muy_bajo,22.246412726955526,0,0,Impuntual,77.16,88.3,80.64,25.57,7.0,50.77,0,0
2030,F,1,Ciencias_Sociales,Publico,9.29,9.97,10.52,34.44268849871682,75.61309012477587,69.62626326874005,80.0,0.29,49.13,68.61,50.39,55.52,Medio,1200,Pago_directo,Bajo,24.0,0,0,Puntual,68.9,61.27,76.5,59.33,7.0,72.58,1,1
2031,M,5,Salud,Publico,19.37,20.0,11.97,34.94514068613479,33.76412284872174,70.89900069523907,80.0,21.43,0.0,87.0,63.17,90.84,Medio,1200,Financiamiento_familiar,Bajo,1.7728743191463026,0,0,Puntual,78.37,79.52,8.25,30.0,7.0,11.57,0,0
2032,F,2,Salud,Publico,13.57,12.09,15.53,30.347772538103143,37.94943413329308,29.81857781998827,67.9291925187662,0.92,70.59,2.17,47.82,60.27,Muy_bajo,300,Pago_directo,Bajo,16.142329382399037,1,3,Impuntual,0.0,73.92,80.58,42.91,6.15,85.3,0,0
2033,M,4,Ciencias_Sociales,Concertado,15.43,16.6,15.58,2.3062668124258767,28.76328794250537,43.21575864510415,73.91396289878965,7.98,0.0,90.24,66.75,77.08,Bajo,600,Financiamiento_familiar,Muy_bajo,15.395040699502257,0,0,Puntual,62.03,75.64,44.48,28.93,7.0,20.2,0,0
2034,Other,4,Ciencias,Publico,7.39,6.8,3.66,63.22266686829622,14.509812987610555,13.151675521225812,31.75671301073175,22.18,5.72,6.16,28.32,43.9,Medio,1200,Financiamiento_familiar,Bajo,10.253981743886738,0,0,Puntual,73.74,50.94,74.64,69.71,7.0,15.6,1,1
2035,F,3,Salud,Privado,15.23,16.94,11.22,36.54281627128758,61.311515529002676,70.74235522994312,80.0,16.59,8.21,58.38,60.35,67.93,Muy_bajo,300,Pago_directo,Bajo,14.103682039938391,1,6,Impuntual,10.0,72.75,46.62,42.11,4.32,86.4,1,1
2036,M,6,Ciencias,Publico,13.18,12.16,12.9,42.48525107229806,72.53486343448134,37.52509560954649,80.0,15.56,14.25,2.21,36.93,61.62,Bajo,600,Credito,Bajo,11.7802489443485,0,0,Puntual,66.81,69.12,68.29,42.06,7.0,69.76,0,1
2037,M,2,Ingenieria,Publico,9.84,10.8,2.63,20.45480934453107,65.11004539074509,45.127058796080206,80.0,15.77,0.0,92.83,45.31,60.52,Bajo,600,Credito,Bajo,23.08726642549079,0,0,Puntual,55.26,44.26,0.0,44.86,7.0,35.12,0,1
2038,M,3,Ingenieria,Privado,17.15,17.2,15.17,62.72947936534556,3.8176128929630693,9.444802321977939,16.81766595522454,7.62,69.04,35.37,62.6,76.95,Muy_bajo,300,Financiamiento_familiar,Bajo,7.479632064361274,0,0,Impuntual,36.98,68.37,0.0,15.0,7.0,6.87,0,1
2039,M,4,Ciencias,Concertado,6.32,7.57,3.25,63.49988373635584,23.931579485832295,49.18580090186565,74.83591861478943,12.73,28.68,64.88,34.71,58.45,Bajo,600,Credito,Bajo,5.591706160946412,1,3,Impuntual,18.73,33.88,0.0,64.42,7.0,37.33,0,1
2040,M,5,Artes,Publico,17.25,18.81,14.39,44.23366534814075,47.36684670661519,55.666009867504556,80.0,15.12,15.94,18.46,57.37,70.14,Alto,3000,Beca_parcial,Bajo,16.49138383263945,0,0,Puntual,100.0,66.4,0.0,16.81,7.0,39.42,0,1
2041,F,6,Salud,Concertado,8.27,6.38,2.91,72.3702340640131,26.174807346277174,23.57744477553303,51.80710612698038,7.34,86.1,32.13,31.99,57.05,Bajo,600,Beca_total,Bajo,8.132863267666277,0,0,Puntual,61.84,46.96,35.28,63.64,7.0,50.19,0,1
2042,F,3,Artes,Publico,14.19,13.0,13.35,9.270738458131351,12.009510513918267,71.69178013731225,80.0,19.09,0.0,69.73,48.39,68.89,Muy_bajo,300,Pago_directo,Bajo,2.1004432020414896,1,1,Impuntual,0.44,78.44,83.61,38.19,7.0,0.35,0,0
2043,F,4,Ciencias_Sociales,Privado,7.97,6.76,2.67,62.930133171487945,43.06904779661405,16.312388476480095,62.32886506858873,7.72,41.63,97.3,41.46,49.58,Bajo,600,Financiamiento_familiar,Bajo,20.595787524670644,0,0,Puntual,60.57,36.47,0.0,68.0,7.0,31.85,0,1
2044,M,1,Negocios,Publico,12.34,10.07,6.82,44.68673138565316,41.71937380942695,71.79050168683364,80.0,1.71,67.1,99.21,59.52,66.71,Medio,1200,Financiamiento_familiar,Bajo,8.508759036922836,0,0,Puntual,67.11,57.98,18.01,35.96,7.0,51.99,0,1
2045,F,7,Ingenieria,Concertado,4.83,7.12,2.58,18.48105336291594,56.79154393752449,56.267535282271844,80.0,4.83,51.98,75.97,34.56,63.84,Medio,1200,Pago_directo,Bajo,24.0,0,0,Puntual,73.64,42.01,42.08,57.01,7.0,70.14,0,0
2046,F,3,Artes,Publico,4.52,4.81,4.87,10.584302612151593,79.98937604023,66.46806588363438,80.0,9.8,2.93,84.72,46.26,69.31,Medio,1200,Financiamiento_familiar,Muy_bajo,8.604701959304176,0,0,Puntual,71.62,45.86,50.42,55.8,7.0,79.7,0,1
2047,M,5,Artes,Publico,20.0,18.6,17.72,24.080563225827063,51.85907456377944,55.9270142612946,80.0,21.79,0.0,91.94,72.35,84.64,Muy_bajo,300,Pago_directo,Bajo,13.557644730365867,0,0,Puntual,48.03,95.87,69.9,11.07,7.0,79.17,0,0
2048,F,1,Ciencias,Privado,3.48,3.81,1.94,68.50527344811616,25.350844230270848,34.27386324368775,64.43192431754301,9.98,63.07,0.0,33.56,67.87,Bajo,600,Pago_directo,Muy_bajo,5.188153053058072,1,2,Impuntual,8.0,29.02,0.0,66.07,7.0,78.16,0,1
2049,F,2,Artes,Privado,11.14,12.78,7.32,63.00954797409088,76.51049257858658,26.525878262103184,80.0,2.16,71.02,12.02,37.7,76.28,Medio,1200,Pago_directo,Bajo,13.636792337662374,0,0,Puntual,79.02,66.25,62.23,42.39,7.0,3.5,0,1
2050,M,3,Ingenieria,Publico,13.1,11.4,12.18,51.61059406544321,45.704038092794775,58.725845011892226,80.0,4.71,53.94,5.27,46.44,77.57,Alto,3000,Financiamiento_familiar,Bajo,6.82532952281392,0,0,Puntual,100.0,58.44,6.61,23.22,7.0,40.99,0,1
2051,M,6,Artes,Publico,3.86,4.6,1.7,7.226160622694193,51.65888903412673,23.853109847906673,80.0,13.07,0.0,50.12,45.7,48.33,Medio,1200,Financiamiento_familiar,Muy_bajo,17.42032753544131,1,1,Impuntual,18.33,36.35,40.21,52.42,7.0,74.64,0,1
2052,F,4,Ingenieria,Publico,4.2,2.45,1.96,76.3864511794643,28.604878174707736,4.948555882978711,35.65727879089721,4.26,79.7,95.85,42.23,67.22,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,1.490215299342112,1,6,Impuntual,12.28,33.19,6.63,40.4,5.59,58.92,0,1
2053,M,7,Ciencias_Sociales,Concertado,4.07,5.82,2.58,24.43521059003257,36.146910654304975,19.760543114209305,56.41985281654767,1.53,34.31,58.24,46.73,57.12,Bajo,600,Financiamiento_familiar,Bajo,18.195261271492832,0,0,Puntual,59.62,40.0,43.48,70.88,7.0,39.75,0,1
2054,F,3,Ingenieria,Concertado,17.33,16.03,11.61,48.559998667604674,33.49047552386564,60.41872513882662,80.0,17.16,13.98,55.54,49.69,63.43,Muy_bajo,300,Credito,Muy_bajo,13.172486902330796,1,1,Impuntual,4.79,67.47,13.27,37.37,7.0,76.64,0,0
2055,F,3,Salud,Concertado,20.0,20.0,16.37,64.24814966443473,74.89726124683483,63.457677833305645,80.0,18.82,25.91,82.67,59.43,97.23,Medio,1200,Financiamiento_familiar,Bajo,9.441551330275734,0,0,Puntual,76.34,95.74,61.97,16.06,7.0,43.71,0,0
2056,F,1,Ingenieria,Publico,19.77,17.36,14.87,10.628466756700643,64.76721073863222,22.12859864783063,80.0,20.42,0.0,92.89,52.7,79.01,Muy_bajo,300,Credito,Muy_bajo,2.0161263090251174,1,1,Puntual,29.64,91.21,67.04,23.32,7.0,78.26,0,0
2057,M,6,Salud,Privado,18.78,16.29,17.69,52.17573938046985,7.256325168152031,26.23384608604414,34.21076789262959,20.25,12.1,69.86,51.48,68.87,Muy_bajo,300,Beca_total,Bajo,2.2407276777329694,0,0,Puntual,45.24,83.8,57.93,37.13,5.88,40.64,0,0
2058,M,2,Ciencias,Publico,11.12,12.03,10.41,2.5836797363370057,25.109309563115836,43.9470822623985,72.65420654835494,9.1,6.19,89.54,57.38,67.87,Bajo,600,Financiamiento_familiar,Bajo,20.066357259460375,1,12,Impuntual,7.84,69.84,77.36,52.71,7.0,8.83,0,0
2059,F,7,Negocios,Publico,20.0,17.78,17.31,8.14314492034729,4.4550832172202615,20.957464477764507,30.294116808618554,17.63,0.0,12.52,58.34,87.31,Bajo,600,Pago_directo,Bajo,17.98597649007943,0,0,Puntual,50.13,84.93,29.09,10.5,7.0,82.76,0,0
2060,F,7,Ingenieria,Concertado,12.9,11.46,5.49,57.85149075417135,41.34074822494091,48.493889200417726,80.0,14.0,30.6,50.34,40.92,75.65,Bajo,600,Beca_total,Muy_bajo,11.82606222772215,1,1,Puntual,31.0,65.9,42.6,32.52,7.0,87.84,0,0
2061,M,7,Ciencias_Sociales,Privado,5.78,7.98,7.59,12.406572445823532,22.353943258413373,22.56348429792281,45.54847353899813,0.56,41.71,36.46,48.23,51.03,Bajo,600,Beca_parcial,Bajo,1.4260170539991484,0,0,Puntual,58.87,46.19,56.64,63.03,7.0,88.27,0,0
2062,F,4,Negocios,Concertado,11.9,12.63,7.13,35.48053786443027,5.872015517464195,9.670020914567559,19.385570256609903,9.64,29.24,33.25,50.04,55.16,Medio,1200,Financiamiento_familiar,Bajo,20.32188972500161,0,0,Puntual,65.01,63.37,59.31,40.41,7.0,77.56,0,0
2063,F,5,Ciencias,Concertado,5.1,3.91,0.85,19.86660406218953,61.760728029776566,12.38658030887902,77.46875911468402,1.27,44.85,21.43,30.13,61.5,Bajo,600,Financiamiento_familiar,Muy_bajo,16.89733811919026,1,6,Impuntual,19.74,49.3,72.66,46.2,7.0,40.37,0,1
2064,M,5,Ingenieria,Concertado,16.88,17.74,14.93,33.69836069359537,7.2902578995024925,20.04400107851029,31.341612546222567,2.0,55.26,89.4,59.84,74.45,Bajo,600,Beca_parcial,Bajo,2.2043226914524614,0,0,Puntual,52.59,89.01,88.84,18.04,7.0,53.89,0,1
2065,M,1,Negocios,Privado,5.47,7.94,0.44,6.177619223317672,21.72510799886407,13.43245367987648,36.82360530588092,1.34,26.28,45.04,29.2,46.75,Bajo,600,Beca_total,Bajo,7.8018009038103004,0,0,Puntual,67.76,30.92,10.56,58.24,7.0,79.07,0,1
2066,F,4,Artes,Publico,16.27,15.95,13.14,60.39204352327915,61.73097828872795,77.94741251467221,80.0,23.06,0.0,53.03,53.19,76.97,Bajo,600,Financiamiento_familiar,Bajo,2.571078575584764,1,6,Impuntual,18.76,65.66,1.68,47.19,7.0,0.0,0,0
2067,M,1,Artes,Publico,9.85,9.9,7.33,6.323294191529154,40.92575191763242,52.669641956953214,80.0,20.26,0.0,22.63,44.48,59.56,Medio,1200,Pago_directo,Bajo,21.829212805163777,0,0,Puntual,77.7,47.44,13.89,47.66,7.0,0.0,0,0
2068,M,3,Ciencias,Privado,5.13,5.3,0.11,67.0331597888376,65.36926925469498,14.340697144924217,80.0,10.54,59.57,96.29,44.34,74.04,Bajo,600,Beca_total,Bajo,12.902950677208251,1,3,Impuntual,9.04,53.06,69.16,40.62,7.0,7.5,0,1
2069,M,1,Negocios,Privado,10.93,9.23,5.22,53.0087091335649,33.15850069273236,33.912251428311194,71.1162760531622,5.95,54.24,61.12,48.62,64.63,Medio,1200,Credito,Bajo,9.981135657476615,0,0,Puntual,79.45,53.77,21.7,49.96,7.0,4.06,0,1
2070,M,2,Ciencias,Publico,9.92,10.09,6.23,33.32684605314266,65.18897717253621,21.53036092578673,80.0,1.74,60.57,0.07,47.2,71.73,Bajo,600,Financiamiento_familiar,Bajo,15.986487273548441,1,1,Impuntual,0.24,62.57,60.48,41.25,7.0,31.55,0,0
2071,F,3,Ciencias_Sociales,Publico,19.27,19.92,17.36,69.31892347763934,43.05309580197555,54.76237208879006,80.0,10.35,41.15,26.79,54.67,74.1,Medio,1200,Beca_parcial,Bajo,18.620714940304374,0,0,Puntual,65.99,78.71,26.18,36.06,7.0,28.33,0,0
2072,F,3,Artes,Publico,12.83,12.78,11.9,14.89050229410628,7.036308599991399,69.38211509487681,77.04826043090169,14.41,0.0,99.93,60.78,65.43,Bajo,600,Credito,Bajo,16.463314657905222,0,0,Puntual,52.83,67.07,50.26,39.52,7.0,30.1,0,0
2073,M,4,Artes,Publico,13.88,13.68,9.78,21.165138193186035,37.71923967640355,32.06612870312693,69.8511835685837,19.13,0.0,97.48,48.7,53.2,Bajo,600,Financiamiento_familiar,Muy_bajo,21.112149342417425,1,1,Puntual,23.09,68.3,61.7,61.0,7.0,78.88,0,1
2074,F,1,Ciencias_Sociales,Privado,4.66,3.26,2.29,10.969892932736531,44.28348955878373,34.306971071699806,80.0,1.24,26.35,49.46,27.73,64.12,Medio,1200,Pago_directo,Muy_bajo,15.462186195606575,1,1,Puntual,44.87,40.54,40.33,59.81,7.0,7.82,0,1
2075,F,3,Artes,Publico,11.54,11.95,7.04,30.525495463202795,48.968134186424095,31.87729008750444,80.0,10.03,12.73,56.41,53.35,70.25,Muy_bajo,300,Credito,Bajo,1.1258718155064593,1,1,Puntual,20.4,52.78,4.12,52.63,7.0,69.38,0,1
2076,F,2,Ciencias_Sociales,Privado,8.9,9.14,0.64,78.938654778727,74.23066278946861,35.93796671117063,80.0,23.44,3.92,90.16,47.62,56.44,Bajo,600,Financiamiento_familiar,Bajo,4.460540046522148,1,1,Impuntual,7.88,49.73,34.43,59.65,7.0,88.5,0,1
2077,M,4,Ingenieria,Publico,13.45,15.6,13.71,12.882190224055572,14.684580442765895,2.868134467923369,20.65452153123509,2.9,36.5,70.86,61.33,88.3,Medio,1200,Credito,Bajo,21.367710777611364,1,1,Impuntual,22.06,85.06,92.89,27.76,7.0,47.6,0,0
2078,M,4,Salud,Publico,4.77,4.11,2.93,66.4781188692639,48.4822391587965,47.408377939696166,80.0,9.61,64.42,88.22,34.48,67.44,Muy_bajo,300,Pago_directo,Bajo,4.266768427258394,1,1,Puntual,30.69,40.54,33.23,59.95,5.6,0.0,0,1
2079,Other,4,Negocios,Publico,13.76,14.76,10.7,52.150405733845766,60.161794326615066,76.16303726956606,80.0,6.6,47.34,47.91,55.19,73.2,Bajo,600,Beca_total,Bajo,15.551394544226573,1,1,Impuntual,5.76,78.62,81.6,34.06,7.0,2.39,0,0
2080,F,5,Ciencias,Concertado,13.37,14.79,12.59,1.2651304489487636,71.19639910699262,62.82580139986965,80.0,3.22,23.49,97.59,60.16,76.19,Bajo,600,Financiamiento_familiar,Bajo,5.864719629718995,0,0,Puntual,66.6,74.77,65.14,46.03,7.0,74.88,0,0
2081,M,2,Salud,Concertado,13.45,14.91,6.6,75.59121543501601,42.02448743355266,68.91291269944074,80.0,20.13,27.03,48.95,47.14,82.6,Alto,3000,Pago_directo,Bajo,23.80319209036602,0,0,Puntual,100.0,71.09,48.4,37.6,7.0,0.0,0,0
2082,M,5,Negocios,Concertado,18.29,18.62,11.39,77.68730121799878,17.116042540398464,18.330873846538147,36.9895559097235,16.73,22.72,59.48,54.8,62.87,Medio,1200,Pago_directo,Bajo,6.092900862013356,0,0,Puntual,74.15,70.68,15.03,34.21,7.0,22.41,0,1
2083,M,3,Ingenieria,Publico,15.48,16.1,13.76,73.99205614892347,65.41457070628132,48.574404367126355,80.0,9.88,80.54,8.26,54.27,60.93,Bajo,600,Financiamiento_familiar,Bajo,9.456386720017335,1,2,Puntual,33.87,66.32,27.82,38.58,7.0,79.49,0,1
2084,F,3,Ciencias,Publico,3.94,5.45,3.31,40.1391726165627,72.40383037714558,71.43763297498627,80.0,8.86,22.88,61.16,30.46,58.18,Bajo,600,Credito,Bajo,19.752986052888737,0,0,Impuntual,47.89,40.12,50.71,59.17,7.0,61.56,0,1
2085,F,4,Artes,Publico,10.83,8.47,10.82,17.630014598070318,8.50944840465461,5.488504413845883,14.73088846760596,19.87,0.0,76.78,44.93,64.69,Muy_bajo,300,Financiamiento_familiar,Bajo,16.74051477162961,1,1,Impuntual,11.43,67.92,80.7,47.28,7.0,66.69,0,0
2086,F,1,Negocios,Publico,14.12,12.69,13.21,31.301174197638517,18.377346906690732,70.18035085740365,80.0,2.18,36.28,43.93,57.53,60.48,Muy_bajo,300,Credito,Bajo,8.603565967024462,1,2,Impuntual,12.49,73.75,70.32,44.23,7.0,62.78,0,0
2087,M,4,Negocios,Concertado,8.45,8.58,6.43,49.13532371329849,69.71706092129489,5.160057470565604,74.92588945763202,3.52,72.68,50.24,35.25,58.17,Medio,1200,Financiamiento_familiar,Bajo,17.574688622726438,0,0,Puntual,73.47,52.86,54.67,41.16,7.0,45.3,0,1
2088,F,4,Ciencias_Sociales,Concertado,9.83,10.98,2.92,30.30691047339598,38.75324529027622,78.64547371260011,80.0,21.76,0.0,34.33,41.77,46.89,Muy_bajo,300,Pago_directo,Bajo,24.0,1,2,Impuntual,0.0,62.39,87.68,70.44,7.0,71.01,0,1
2089,F,2,Artes,Concertado,14.45,12.85,5.15,56.65373206957462,13.528034184069408,6.713722986576647,20.93579971272716,19.61,0.0,91.9,42.63,59.33,Bajo,600,Pago_directo,Bajo,4.117719426789143,1,6,Impuntual,3.12,55.22,0.0,31.93,7.0,61.07,0,1
2090,M,1,Ciencias,Publico,19.37,20.0,16.8,63.646043822121484,51.62356774423304,29.437324185507443,80.0,18.6,1.52,47.66,64.39,81.09,Alto,3000,Financiamiento_familiar,Bajo,6.1165943990209195,0,0,Puntual,100.0,95.18,80.17,17.31,7.0,0.0,0,0
2091,F,1,Ingenieria,Publico,15.21,15.28,6.43,16.75143189184461,36.66311399660016,4.371842425144941,41.563428252033546,14.98,3.27,7.62,48.51,61.64,Medio,1200,Pago_directo,Bajo,11.401684787489392,0,0,Puntual,72.54,68.7,41.64,31.22,7.0,4.05,0,0
2092,F,7,Negocios,Publico,1.68,1.07,1.94,32.39535266262404,77.43675155498647,4.5418313379286435,80.0,7.02,23.95,0.0,31.32,59.94,Medio,1200,Pago_directo,Muy_bajo,8.789996204374203,1,2,Puntual,30.62,24.69,9.49,63.37,7.0,0.0,0,1
2093,M,5,Ciencias,Publico,8.8,7.06,1.49,76.61955008208479,17.817132613829287,69.30273425681585,80.0,22.43,15.24,72.25,45.35,67.78,Medio,1200,Pago_directo,Muy_bajo,8.57001716852405,1,1,Puntual,33.19,43.48,0.0,48.27,7.0,62.79,0,1
2094,F,1,Ciencias_Sociales,Privado,7.81,8.11,3.25,19.98454410101104,28.97294948343336,5.0885593261444395,38.42530587327246,11.8,13.22,49.77,32.98,74.02,Medio,1200,Pago_directo,Bajo,11.139251499765372,0,0,Puntual,77.55,64.83,93.99,42.12,7.0,41.53,0,1
2095,M,2,Ciencias,Concertado,8.67,10.11,2.3,27.715799087554316,13.292096635385793,63.409722618336026,78.49406311972398,6.73,30.71,0.28,25.31,70.89,Muy_bajo,300,Financiamiento_familiar,Bajo,20.054244835056302,0,0,Puntual,56.28,64.08,88.62,55.1,7.0,92.0,0,1
2096,F,4,Ciencias,Publico,7.57,6.64,8.91,2.8528403081577824,3.9786032945819105,72.55048760137147,77.03171037122469,8.77,8.31,38.25,52.0,52.73,Bajo,600,Financiamiento_familiar,Bajo,9.541939776999827,0,0,Puntual,52.27,62.31,100.0,48.72,7.0,62.81,0,0
2097,F,6,Negocios,Publico,8.24,8.22,6.26,26.589283288288108,21.91226612613918,74.80398816398028,80.0,0.4,44.05,91.4,55.11,53.89,Bajo,600,Beca_parcial,Bajo,7.232941064856932,0,0,Impuntual,31.11,53.55,55.86,53.51,7.0,40.53,0,1
2098,F,1,Ciencias_Sociales,Privado,18.39,16.77,15.15,29.67451184832821,65.58623523235798,69.1235005738879,80.0,6.12,44.52,94.78,52.03,87.54,Bajo,600,Beca_parcial,Bajo,13.920780796409096,0,0,Puntual,69.99,85.74,50.73,35.04,7.0,84.26,0,0
2099,F,2,Ciencias_Sociales,Concertado,12.25,11.05,15.86,7.986844770145787,21.37863748112273,76.4131440164905,80.0,4.51,10.94,5.36,51.11,58.15,Medio,1200,Financiamiento_familiar,Bajo,21.942782581724074,1,2,Impuntual,15.91,68.89,74.45,51.13,7.0,78.58,0,0
2100,M,7,Ingenieria,Concertado,9.7,10.66,8.52,0.11537999879657868,55.70744495678943,4.143476765735681,60.50154138538945,3.25,18.86,12.34,36.17,68.15,Bajo,600,Beca_parcial,Bajo,17.9685381500298,1,1,Puntual,33.2,54.43,38.08,59.07,7.0,53.74,0,1
2101,F,1,Ciencias,Publico,14.13,16.46,15.99,46.032438749496805,42.08187620394244,79.72868386791532,80.0,0.77,79.74,0.49,51.53,74.91,Muy_bajo,300,Financiamiento_familiar,Bajo,8.57841320881087,0,0,Puntual,51.57,65.96,27.01,20.77,7.0,58.11,0,1
2102,F,2,Ciencias,Publico,6.36,6.92,8.11,24.122128106297502,41.576801373692675,1.6390915712568166,45.36864808290768,5.45,31.58,86.87,41.34,64.38,Bajo,600,Financiamiento_familiar,Bajo,24.0,0,0,Puntual,65.24,49.49,53.42,55.75,7.0,49.0,0,1
2103,M,8,Artes,Privado,15.46,16.12,11.56,1.4259069808073654,62.52346059681291,13.321136120428543,76.62834848322001,2.48,30.33,7.09,41.04,86.32,Muy_bajo,300,Financiamiento_familiar,Bajo,17.4189538307566,1,1,Impuntual,13.18,87.67,93.35,41.97,7.0,3.97,0,0
2104,F,4,Ciencias_Sociales,Concertado,6.24,8.14,2.93,68.79554431737435,49.42142916080105,6.475863386127543,59.93677152505002,1.08,96.66,10.79,35.44,71.78,Medio,1200,Beca_total,Bajo,4.069489260554997,0,0,Impuntual,49.49,56.4,77.25,37.55,7.0,58.52,0,0
2105,F,2,Ingenieria,Publico,5.04,3.45,0.95,46.752774165331275,12.7884583076845,59.51962365768065,76.21903630140282,3.3,73.3,22.76,39.6,60.69,Medio,1200,Beca_total,Bajo,17.475550676834043,0,0,Puntual,78.13,36.94,20.83,40.28,7.0,69.65,0,0
2106,M,1,Negocios,Privado,7.42,8.99,2.88,13.693468039345635,17.661141045058297,6.962280599732171,29.446663788147045,4.86,13.57,91.72,46.14,61.26,Bajo,600,Beca_parcial,Bajo,23.075297128886643,1,1,Impuntual,5.91,60.36,87.53,66.8,7.0,46.76,0,0
2107,F,1,Negocios,Concertado,6.85,8.64,4.53,69.21972983527812,43.50277417648212,23.414849510685542,67.34529279237294,9.98,58.13,68.82,44.65,47.34,Bajo,600,Beca_parcial,Bajo,12.424620106990508,0,0,Puntual,63.59,33.42,0.0,53.64,7.0,10.35,0,1
2108,F,2,Ciencias,Publico,15.24,16.21,13.52,20.28687763783843,67.62517201616703,51.04611755519821,80.0,14.01,0.0,56.69,43.59,88.92,Medio,1200,Pago_directo,Bajo,18.276805109329906,0,0,Impuntual,43.24,68.66,15.9,38.52,7.0,63.24,0,0
2109,M,7,Negocios,Publico,5.98,3.66,3.12,18.19565852290048,12.185541001611426,39.841342098894316,56.16476082590751,7.73,6.46,78.47,38.24,58.7,Medio,1200,Credito,Bajo,4.575520735506041,0,0,Puntual,65.08,56.41,91.84,47.83,7.0,71.52,0,0
2110,Other,3,Ciencias,Publico,3.88,6.01,2.35,71.57072455978152,8.551625887735339,10.898039959275092,21.426798624539583,3.39,85.14,69.33,31.13,67.09,Bajo,600,Credito,Bajo,4.113877073023554,0,0,Puntual,66.38,47.9,73.26,72.98,7.0,71.62,0,1
2111,M,5,Negocios,Publico,20.0,20.0,16.7,14.356630356757893,41.40308128589972,41.72283239771375,80.0,22.57,0.0,74.59,66.27,83.26,Alto,3000,Beca_total,Bajo,15.842086285748557,0,0,Puntual,100.0,81.84,17.57,38.48,7.0,0.0,0,0
2112,M,7,Artes,Concertado,10.27,8.88,12.4,70.31886345352595,15.092074595448297,27.253013359108014,45.40271406262641,12.36,52.01,7.37,49.34,61.62,Alto,3000,Financiamiento_familiar,Bajo,10.703940126847087,0,0,Puntual,100.0,65.42,77.6,54.79,7.0,0.0,1,1
2113,M,3,Salud,Publico,16.27,16.2,8.52,64.23786409982408,79.5388529045322,46.87513710831532,80.0,17.81,21.57,58.98,56.92,78.82,Alto,3000,Financiamiento_familiar,Bajo,11.597488145884991,0,0,Puntual,93.13,74.59,34.09,28.64,7.0,0.82,0,0
2114,F,2,Ciencias,Privado,7.79,8.13,1.71,24.78220326633867,0.34866329583244315,43.079674504924014,43.605323498428774,16.67,0.0,75.32,34.28,53.67,Medio,1200,Beca_parcial,Bajo,8.583484378552985,1,12,Impuntual,10.49,55.66,77.37,60.27,7.0,0.0,0,1
2115,F,3,Negocios,Privado,16.3,14.2,15.33,2.7517664922508445,35.90905842638502,79.16057372841136,80.0,6.84,19.12,51.57,60.76,81.39,Alto,3000,Pago_directo,Muy_bajo,11.692772362583169,0,0,Puntual,91.66,76.57,37.58,37.9,7.0,23.75,0,0
2116,M,7,Salud,Publico,9.13,9.59,1.95,6.605848284105358,13.003316379318166,69.08137815694667,80.0,13.44,0.0,0.0,27.2,73.67,Bajo,600,Pago_directo,Bajo,3.2075641696795802,0,0,Puntual,56.55,61.4,69.75,41.53,7.0,61.81,1,0
2117,M,6,Ingenieria,Publico,16.41,17.01,11.0,8.762261421566198,54.48630858037872,0.2933897484730785,59.62405355778728,14.45,0.0,21.11,47.35,74.3,Medio,1200,Credito,Muy_bajo,3.2726796972836723,1,6,Impuntual,16.65,87.31,91.88,34.05,7.0,80.65,0,0
2118,F,1,Ciencias_Sociales,Privado,17.28,18.76,12.02,71.26390681283824,50.41076139478581,14.080948553760804,67.94333817642384,8.44,51.29,96.29,64.55,70.49,Alto,3000,Financiamiento_familiar,Bajo,11.199165192108657,0,0,Puntual,90.86,83.71,65.71,26.96,7.0,0.0,0,0
2119,M,5,Artes,Concertado,8.87,10.98,7.2,32.322878242998044,64.56542706121002,73.0510042934475,80.0,16.1,0.0,70.47,34.8,73.64,Alto,3000,Financiamiento_familiar,Bajo,12.203130392625702,0,0,Impuntual,89.73,51.57,30.01,66.41,7.0,27.57,1,1
2120,F,4,Ciencias_Sociales,Concertado,16.13,15.94,16.4,2.6023805829195457,45.07223992224076,43.15659342713225,80.0,18.98,0.0,68.85,60.61,77.62,Medio,1200,Credito,Bajo,21.558256934571546,0,0,Puntual,71.02,70.1,17.25,32.21,7.0,31.67,0,0
