id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
3118,Previsto,Previsto,Excelente,Media,Alta,Media,Moderado,Intensivo,Frecuente,Inadecuada,Frecuente,Moderado,Excesivo,Deficiente,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Frecuente,Frecuente,Media,Parcial_alta,Alto,Insuficiente,Previsto,Alto,Critico
3119,En_proceso,Previsto,Alta,Baja,Baja,Media,Consistente,Limitado,Minimo,Moderada,Baja,Moderado,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Ocasional,Constante,Media,Ninguna,Muy_alto,Excelente,En_proceso,Bajo,Critico
3120,Inicio,Inicio,Media,Alta,Media,Baja,Moderado,Insuficiente,Constante,Inadecuada,Constante,Alto,Adecuado,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Constante,Frecuente,Alta,Parcial_alta,Bajo,Insuficiente,Inicio,Alto,Regular
3121,Previsto,Destacado,Media,Media,Baja,Alta,Consistente,Intensivo,Frecuente,Moderada,Baja,Moderado,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Ocasional,Ocasional,Baja,Tiempo_completo,Bajo,Excelente,Previsto,Bajo,Excelente
3122,Inicio,Inicio,Excelente,Media,Alta,Alta,Ejemplar,Limitado,Ocasional,Adecuada,Constante,Alto,Regular,Regular,Impuntual,Medio,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Constante,Frecuente,Alta,Parcial_alta,Bajo,Excelente,Previsto,Bajo,Excelente
3123,Inicio,En_proceso,Excelente,Media,Alta,Media,Critico,Insuficiente,Constante,Moderada,Baja,Alto,Excesivo,Deficiente,Impuntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Estable,Ocasional,Nula,Baja,Parcial_alta,Alto,Excelente,Inicio,Alto,Critico
3124,Previsto,Destacado,Excelente,Alta,Excelente,Excelente,Ejemplar,Intensivo,Ocasional,Inadecuada,Frecuente,Moderado,Regular,Deficiente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Ocasional,Media,Tiempo_completo,Bajo,Moderado,Destacado,Medio,Regular
3125,Destacado,Destacado,Alta,Alta,Alta,Excelente,Moderado,Intensivo,Frecuente,Adecuada,Baja,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Ocasional,Constante,Media,Ninguna,Muy_alto,Bueno,Destacado,Bajo,Critico
3126,Inicio,Inicio,Media,Media,Baja,Baja,Critico,Insuficiente,Constante,Moderada,Constante,Bajo,Excesivo,Bueno,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Constante,Constante,Alta,Ninguna,Bajo,Moderado,Inicio,Medio,Excelente
3127,Destacado,Previsto,Baja,Baja,Baja,Excelente,Moderado,Intensivo,Frecuente,Moderada,Constante,Alto,Regular,Deficiente,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Vulnerable,Constante,Constante,Alta,Ninguna,Bajo,Excelente,Previsto,Bajo,Excelente
3128,Destacado,Destacado,Excelente,Excelente,Excelente,Alta,Ejemplar,Intensivo,Ocasional,Moderada,Constante,Alto,Deficiente,Deficiente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Constante,Frecuente,Alta,Ninguna,Alto,Insuficiente,Destacado,Bajo,Critico
3129,Previsto,Previsto,Baja,Alta,Baja,Alta,Critico,Adecuado,Ocasional,Inadecuada,Frecuente,Moderado,Regular,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Constante,Alta,Tiempo_completo,Bajo,Moderado,En_proceso,Bajo,Regular
3130,Destacado,Destacado,Media,Excelente,Alta,Excelente,Ejemplar,Adecuado,Minimo,Moderada,Baja,Bajo,Adecuado,Excelente,Impuntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Ocasional,Frecuente,Media,Ninguna,Moderado,Excelente,Destacado,Bajo,Excelente
3131,Inicio,En_proceso,Excelente,Media,Alta,Alta,Critico,Insuficiente,Frecuente,Inadecuada,Frecuente,Moderado,Adecuado,Regular,Puntual,Bajo,Sin_deuda,Credito,Muy_Bajo,Sostenible,Frecuente,Ocasional,Media,Parcial_alta,Moderado,Moderado,En_proceso,Alto,Regular
3132,Inicio,Inicio,Media,Excelente,Alta,Baja,Critico,Insuficiente,Constante,Adecuada,Constante,Alto,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Nula,Media,Parcial_alta,Alto,Moderado,Inicio,Alto,Regular
3133,Previsto,Destacado,Alta,Media,Media,Excelente,Consistente,Adecuado,Minimo,Moderada,Frecuente,Moderado,Adecuado,Bueno,Puntual,Bajo,Con_deuda,Beca_Total,Bajo,Vulnerable,Frecuente,Constante,Alta,Parcial_alta,Muy_alto,Bueno,Previsto,Bajo,Regular
3134,Destacado,Destacado,Excelente,Media,Alta,Excelente,Ejemplar,Intensivo,Minimo,Adecuada,Constante,Moderado,Deficiente,Regular,Puntual,Alto,Con_deuda,Credito,Muy_Bajo,Sostenible,Constante,Frecuente,Alta,Parcial_alta,Bajo,Excelente,Destacado,Bajo,Excelente
3135,Previsto,En_proceso,Alta,Alta,Alta,Alta,Ejemplar,Adecuado,Minimo,Adecuada,Baja,Alto,Regular,Regular,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Parcial_baja,Bajo,Moderado,Destacado,Bajo,Regular
3136,Inicio,Inicio,Alta,Excelente,Excelente,Baja,Critico,Insuficiente,Constante,Moderada,Constante,Alto,Adecuado,Regular,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Nula,Media,Parcial_baja,Muy_alto,Excelente,Inicio,Alto,Regular
3137,En_proceso,En_proceso,Baja,Baja,Baja,Media,Ejemplar,Limitado,Ocasional,Inadecuada,Frecuente,Moderado,Adecuado,Regular,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Tiempo_completo,Moderado,Moderado,En_proceso,Medio,Critico
3138,Previsto,Previsto,Media,Excelente,Alta,Alta,Moderado,Adecuado,Minimo,Moderada,Constante,Alto,Deficiente,Deficiente,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Constante,Nula,Media,Ninguna,Bajo,Excelente,Previsto,Bajo,Excelente
3139,En_proceso,En_proceso,Media,Baja,Baja,Media,Ejemplar,Adecuado,Ocasional,Inadecuada,Frecuente,Alto,Regular,Deficiente,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Vulnerable,Frecuente,Ocasional,Media,Ninguna,Bajo,Insuficiente,En_proceso,Bajo,Critico
3140,Inicio,Inicio,Excelente,Baja,Media,Baja,Critico,Insuficiente,Constante,Moderada,Baja,Alto,Excesivo,Deficiente,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Ocasional,Nula,Baja,Parcial_baja,Muy_alto,Insuficiente,Inicio,Alto,Critico
3141,Destacado,Destacado,Media,Media,Baja,Alta,Moderado,Adecuado,Ocasional,Moderada,Frecuente,Moderado,Excesivo,Regular,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Constante,Alta,Parcial_baja,Moderado,Excelente,Previsto,Bajo,Excelente
3142,Destacado,Previsto,Alta,Alta,Alta,Alta,Ejemplar,Adecuado,Minimo,Moderada,Constante,Alto,Adecuado,Regular,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Constante,Constante,Alta,Parcial_baja,Muy_alto,Moderado,Destacado,Bajo,Critico
3143,Inicio,Inicio,Excelente,Baja,Media,Baja,Critico,Insuficiente,Constante,Moderada,Baja,Alto,Deficiente,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Ocasional,Constante,Media,Tiempo_completo,Muy_alto,Moderado,Inicio,Alto,Critico
3144,En_proceso,En_proceso,Media,Baja,Baja,Media,Moderado,Insuficiente,Frecuente,Moderada,Constante,Moderado,Adecuado,Bueno,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Constante,Frecuente,Alta,Tiempo_completo,Bajo,Moderado,Inicio,Alto,Excelente
3145,Inicio,Inicio,Media,Baja,Baja,Alta,Consistente,Limitado,Frecuente,Inadecuada,Nula,Bajo,Deficiente,Deficiente,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Nula,Frecuente,Baja,Tiempo_completo,Bajo,Bueno,En_proceso,Bajo,Regular
3146,Previsto,Previsto,Excelente,Alta,Excelente,Excelente,Moderado,Intensivo,Frecuente,Inadecuada,Nula,Alto,Adecuado,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_moderado,Nula,Constante,Media,Parcial_baja,Muy_alto,Moderado,Destacado,Medio,Critico
3147,En_proceso,Inicio,Excelente,Baja,Media,Baja,Consistente,Limitado,Constante,Inadecuada,Baja,Moderado,Adecuado,Regular,Impuntual,Alto,Sin_deuda,Credito,Bajo,Sostenible,Ocasional,Ocasional,Baja,Ninguna,Alto,Moderado,En_proceso,Alto,Critico
3148,En_proceso,En_proceso,Excelente,Media,Alta,Media,Moderado,Adecuado,Ocasional,Adecuada,Constante,Bajo,Regular,Excelente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Nula,Media,Tiempo_completo,Bajo,Moderado,En_proceso,Alto,Excelente
3149,Previsto,Previsto,Media,Baja,Baja,Alta,Consistente,Adecuado,Minimo,Adecuada,Nula,Bajo,Deficiente,Bueno,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Estable,Nula,Ocasional,Baja,Tiempo_completo,Moderado,Insuficiente,Previsto,Medio,Critico
3150,Destacado,Destacado,Media,Media,Baja,Alta,Ejemplar,Limitado,Ocasional,Adecuada,Frecuente,Alto,Adecuado,Bueno,Impuntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Estable,Frecuente,Frecuente,Media,Parcial_alta,Bajo,Bueno,Previsto,Bajo,Excelente
3151,Inicio,Inicio,Excelente,Alta,Excelente,Alta,Moderado,Insuficiente,Constante,Adecuada,Frecuente,Moderado,Excesivo,Bueno,Impuntual,Bajo,Con_deuda,Beca_Parcial,Muy_Bajo,Vulnerable,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Excelente,En_proceso,Bajo,Excelente
3152,Previsto,Previsto,Baja,Media,Baja,Media,Moderado,Adecuado,Frecuente,Inadecuada,Baja,Bajo,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Ocasional,Nula,Baja,Tiempo_completo,Moderado,Excelente,En_proceso,Medio,Excelente
3153,Previsto,Destacado,Alta,Alta,Alta,Excelente,Consistente,Adecuado,Minimo,Moderada,Baja,Alto,Adecuado,Regular,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Ocasional,Constante,Media,Parcial_baja,Moderado,Bueno,Destacado,Bajo,Regular
3154,Inicio,Inicio,Media,Baja,Baja,Media,Moderado,Limitado,Constante,Adecuada,Nula,Alto,Deficiente,Deficiente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Nula,Frecuente,Baja,Ninguna,Muy_alto,Bueno,Inicio,Medio,Critico
3155,Inicio,Inicio,Alta,Alta,Alta,Baja,Critico,Insuficiente,Constante,Inadecuada,Frecuente,Moderado,Adecuado,Regular,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Nula,Baja,Parcial_alta,Bajo,Insuficiente,Inicio,Alto,Critico
3156,Destacado,Destacado,Excelente,Excelente,Excelente,Excelente,Moderado,Adecuado,Minimo,Adecuada,Baja,Alto,Adecuado,Bueno,Impuntual,Muy_Bajo,Con_deuda,Credito,Bajo,Vulnerable,Ocasional,Frecuente,Media,Tiempo_completo,Alto,Excelente,Destacado,Bajo,Excelente
3157,Previsto,Destacado,Media,Media,Baja,Excelente,Ejemplar,Adecuado,Ocasional,Moderada,Baja,Alto,Regular,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Estable,Ocasional,Constante,Media,Parcial_baja,Moderado,Bueno,Previsto,Bajo,Regular
3158,Inicio,En_proceso,Baja,Baja,Baja,Media,Moderado,Insuficiente,Constante,Adecuada,Constante,Moderado,Adecuado,Excelente,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Constante,Nula,Media,Parcial_alta,Bajo,Moderado,Inicio,Alto,Excelente
3159,Destacado,Destacado,Alta,Baja,Baja,Media,Critico,Adecuado,Frecuente,Moderada,Constante,Bajo,Adecuado,Excelente,Impuntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Riesgo_moderado,Constante,Ocasional,Media,Parcial_alta,Bajo,Moderado,En_proceso,Medio,Excelente
3160,Destacado,Destacado,Baja,Media,Baja,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Frecuente,Moderado,Adecuado,Bueno,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Frecuente,Ocasional,Media,Ninguna,Moderado,Bueno,Destacado,Bajo,Excelente
3161,Inicio,Inicio,Baja,Media,Baja,Baja,Moderado,Insuficiente,Ocasional,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Frecuente,Constante,Alta,Parcial_alta,Moderado,Bueno,Inicio,Medio,Regular
3162,Previsto,Previsto,Excelente,Media,Alta,Alta,Consistente,Adecuado,Ocasional,Inadecuada,Nula,Alto,Regular,Deficiente,Impuntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Nula,Constante,Media,Parcial_baja,Muy_alto,Insuficiente,Previsto,Medio,Critico
3163,Previsto,Destacado,Excelente,Alta,Excelente,Alta,Consistente,Adecuado,Frecuente,Adecuada,Frecuente,Bajo,Excesivo,Excelente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Nula,Baja,Tiempo_completo,Bajo,Moderado,Destacado,Alto,Excelente
3164,Inicio,Inicio,Alta,Baja,Baja,Media,Critico,Insuficiente,Constante,Moderada,Constante,Moderado,Regular,Regular,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Ocasional,Media,Parcial_alta,Muy_alto,Bueno,Inicio,Alto,Critico
3165,Previsto,Destacado,Alta,Media,Media,Media,Consistente,Intensivo,Ocasional,Moderada,Constante,Bajo,Deficiente,Regular,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Constante,Ocasional,Media,Tiempo_completo,Moderado,Moderado,Previsto,Medio,Regular
3166,Destacado,Destacado,Excelente,Baja,Media,Alta,Ejemplar,Intensivo,Minimo,Adecuada,Nula,Alto,Excesivo,Regular,Puntual,Muy_Bajo,Con_deuda,Credito,Bajo,Vulnerable,Nula,Ocasional,Baja,Ninguna,Bajo,Bueno,Destacado,Bajo,Regular
3167,En_proceso,Previsto,Baja,Excelente,Media,Baja,Consistente,Intensivo,Frecuente,Moderada,Nula,Moderado,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Estable,Nula,Frecuente,Baja,Ninguna,Bajo,Moderado,En_proceso,Medio,Critico
3168,Inicio,En_proceso,Baja,Baja,Baja,Media,Consistente,Limitado,Ocasional,Adecuada,Constante,Bajo,Regular,Excelente,Puntual,Alto,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Constante,Ocasional,Media,Tiempo_completo,Bajo,Insuficiente,Inicio,Alto,Excelente
3169,Destacado,Destacado,Alta,Baja,Baja,Alta,Ejemplar,Intensivo,Minimo,Adecuada,Nula,Bajo,Regular,Excelente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Nula,Nula,Baja,Parcial_baja,Bajo,Moderado,Destacado,Bajo,Excelente
3170,En_proceso,Previsto,Media,Alta,Media,Alta,Consistente,Limitado,Constante,Adecuada,Frecuente,Moderado,Excesivo,Bueno,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Estable,Frecuente,Nula,Baja,Ninguna,Alto,Excelente,En_proceso,Bajo,Regular
3171,Previsto,Previsto,Baja,Baja,Baja,Media,Consistente,Limitado,Ocasional,Adecuada,Nula,Bajo,Regular,Excelente,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Nula,Nula,Baja,Ninguna,Alto,Insuficiente,En_proceso,Medio,Critico
3172,En_proceso,En_proceso,Media,Excelente,Alta,Baja,Critico,Insuficiente,Frecuente,Inadecuada,Constante,Bajo,Adecuado,Bueno,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Constante,Constante,Alta,Parcial_alta,Moderado,Bueno,Inicio,Medio,Excelente
3173,Destacado,Destacado,Alta,Excelente,Excelente,Alta,Ejemplar,Intensivo,Minimo,Inadecuada,Nula,Moderado,Adecuado,Regular,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Nula,Nula,Baja,Ninguna,Muy_alto,Bueno,Destacado,Bajo,Critico
3174,Inicio,En_proceso,Baja,Media,Baja,Alta,Moderado,Limitado,Constante,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Impuntual,Alto,Con_deuda,Beca_Total,Bajo,Estable,Frecuente,Nula,Baja,Parcial_alta,Alto,Bueno,Inicio,Alto,Critico
3175,Destacado,Destacado,Media,Excelente,Alta,Excelente,Ejemplar,Intensivo,Ocasional,Adecuada,Nula,Alto,Regular,Regular,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Constante,Media,Parcial_alta,Alto,Excelente,Destacado,Bajo,Regular
3176,Inicio,Inicio,Alta,Alta,Alta,Media,Critico,Insuficiente,Constante,Moderada,Nula,Moderado,Regular,Regular,Puntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Nula,Nula,Baja,Parcial_alta,Bajo,Excelente,Inicio,Medio,Excelente
3177,Destacado,Destacado,Baja,Baja,Baja,Excelente,Ejemplar,Intensivo,Minimo,Adecuada,Frecuente,Alto,Excesivo,Regular,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Tiempo_completo,Muy_alto,Bueno,Destacado,Bajo,Critico
3178,Inicio,Inicio,Media,Excelente,Alta,Baja,Moderado,Insuficiente,Constante,Inadecuada,Nula,Bajo,Excesivo,Regular,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Estable,Nula,Ocasional,Baja,Ninguna,Moderado,Bueno,Inicio,Medio,Regular
3179,Inicio,Inicio,Excelente,Excelente,Excelente,Baja,Critico,Insuficiente,Constante,Inadecuada,Nula,Alto,Excesivo,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Nula,Baja,Parcial_baja,Muy_alto,Insuficiente,Inicio,Alto,Critico
3180,Destacado,Destacado,Alta,Media,Media,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Nula,Moderado,Regular,Regular,Impuntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Vulnerable,Nula,Frecuente,Baja,Ninguna,Muy_alto,Excelente,Destacado,Bajo,Critico
3181,Inicio,Inicio,Alta,Excelente,Excelente,Alta,Critico,Insuficiente,Constante,Inadecuada,Nula,Bajo,Regular,Regular,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Nula,Ocasional,Baja,Tiempo_completo,Moderado,Excelente,En_proceso,Medio,Regular
3182,En_proceso,En_proceso,Baja,Excelente,Media,Media,Consistente,Limitado,Constante,Adecuada,Constante,Alto,Adecuado,Bueno,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Constante,Nula,Media,Tiempo_completo,Bajo,Excelente,En_proceso,Alto,Excelente
3183,Previsto,Previsto,Baja,Alta,Baja,Alta,Moderado,Intensivo,Ocasional,Moderada,Baja,Alto,Adecuado,Regular,Impuntual,Alto,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Ocasional,Constante,Media,Parcial_baja,Bajo,Insuficiente,Previsto,Medio,Regular
3184,Destacado,Destacado,Baja,Baja,Baja,Alta,Consistente,Intensivo,Ocasional,Adecuada,Constante,Alto,Adecuado,Bueno,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Constante,Ocasional,Media,Parcial_baja,Alto,Bueno,Previsto,Bajo,Regular
3185,En_proceso,En_proceso,Excelente,Baja,Media,Baja,Critico,Limitado,Frecuente,Moderada,Baja,Alto,Excesivo,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Riesgo_moderado,Ocasional,Frecuente,Media,Parcial_baja,Moderado,Moderado,Inicio,Medio,Critico
3186,Destacado,Destacado,Alta,Excelente,Excelente,Alta,Ejemplar,Adecuado,Minimo,Moderada,Nula,Bajo,Excesivo,Bueno,Puntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Nula,Constante,Media,Tiempo_completo,Alto,Insuficiente,Destacado,Alto,Critico
3187,Previsto,Previsto,Alta,Alta,Alta,Excelente,Ejemplar,Adecuado,Minimo,Adecuada,Frecuente,Bajo,Deficiente,Bueno,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Frecuente,Constante,Alta,Parcial_alta,Muy_alto,Bueno,Destacado,Bajo,Regular
3188,En_proceso,En_proceso,Media,Alta,Media,Alta,Moderado,Insuficiente,Constante,Moderada,Nula,Bajo,Excesivo,Bueno,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Nula,Ocasional,Baja,Tiempo_completo,Muy_alto,Excelente,En_proceso,Alto,Regular
3189,Previsto,Previsto,Baja,Excelente,Media,Baja,Consistente,Limitado,Frecuente,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Frecuente,Constante,Alta,Ninguna,Moderado,Insuficiente,En_proceso,Medio,Excelente
3190,En_proceso,En_proceso,Alta,Baja,Baja,Baja,Consistente,Limitado,Frecuente,Moderada,Nula,Bajo,Adecuado,Excelente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Nula,Frecuente,Baja,Parcial_baja,Alto,Insuficiente,Inicio,Alto,Critico
3191,Previsto,Previsto,Excelente,Media,Alta,Alta,Moderado,Limitado,Ocasional,Moderada,Frecuente,Bajo,Adecuado,Excelente,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Frecuente,Frecuente,Media,Parcial_alta,Alto,Insuficiente,Previsto,Alto,Regular
3192,Previsto,Previsto,Media,Alta,Media,Alta,Moderado,Limitado,Ocasional,Adecuada,Constante,Bajo,Excesivo,Excelente,Impuntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Frecuente,Alta,Tiempo_completo,Muy_alto,Excelente,Previsto,Medio,Excelente
3193,Inicio,Inicio,Excelente,Baja,Media,Baja,Critico,Limitado,Constante,Moderada,Constante,Alto,Adecuado,Regular,Puntual,Alto,Sin_deuda,Credito,Bajo,Sostenible,Constante,Ocasional,Media,Parcial_baja,Bajo,Bueno,Inicio,Alto,Excelente
3194,Inicio,Inicio,Alta,Alta,Alta,Baja,Critico,Limitado,Constante,Adecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Frecuente,Ocasional,Media,Parcial_baja,Alto,Bueno,Inicio,Medio,Critico
3195,En_proceso,En_proceso,Excelente,Excelente,Excelente,Baja,Consistente,Limitado,Ocasional,Adecuada,Frecuente,Bajo,Regular,Excelente,Puntual,Bajo,Con_deuda,Credito,Muy_Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Tiempo_completo,Muy_alto,Bueno,En_proceso,Alto,Regular
3196,Destacado,Destacado,Baja,Baja,Baja,Excelente,Ejemplar,Limitado,Minimo,Inadecuada,Nula,Bajo,Excesivo,Regular,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Ocasional,Baja,Ninguna,Moderado,Bueno,Destacado,Bajo,Regular
3197,Previsto,Previsto,Excelente,Excelente,Excelente,Baja,Moderado,Insuficiente,Frecuente,Inadecuada,Constante,Bajo,Excesivo,Regular,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Constante,Constante,Alta,Parcial_baja,Bajo,Moderado,En_proceso,Medio,Excelente
3198,En_proceso,En_proceso,Excelente,Excelente,Excelente,Excelente,Moderado,Intensivo,Frecuente,Inadecuada,Constante,Moderado,Deficiente,Deficiente,Puntual,Bajo,Con_deuda,Beca_Total,Bajo,Vulnerable,Constante,Nula,Media,Parcial_baja,Bajo,Insuficiente,Previsto,Bajo,Critico
3199,Destacado,Previsto,Excelente,Excelente,Excelente,Excelente,Consistente,Intensivo,Minimo,Moderada,Baja,Moderado,Adecuado,Bueno,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Ocasional,Constante,Media,Ninguna,Muy_alto,Excelente,Destacado,Bajo,Regular
3200,Inicio,Inicio,Excelente,Alta,Excelente,Media,Critico,Limitado,Constante,Moderada,Constante,Moderado,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Nula,Media,Parcial_baja,Alto,Moderado,En_proceso,Alto,Critico
3201,Inicio,En_proceso,Alta,Excelente,Excelente,Media,Critico,Insuficiente,Frecuente,Moderada,Constante,Moderado,Regular,Regular,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Nula,Media,Parcial_alta,Moderado,Insuficiente,En_proceso,Medio,Critico
3202,Destacado,Destacado,Baja,Excelente,Media,Alta,Ejemplar,Adecuado,Ocasional,Adecuada,Constante,Moderado,Regular,Bueno,Puntual,Bajo,Con_deuda,Beca_Parcial,Bajo,Vulnerable,Constante,Constante,Alta,Parcial_baja,Muy_alto,Bueno,Destacado,Bajo,Regular
3203,Destacado,Destacado,Excelente,Excelente,Excelente,Media,Moderado,Intensivo,Frecuente,Adecuada,Constante,Moderado,Regular,Bueno,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Constante,Ocasional,Media,Parcial_baja,Moderado,Insuficiente,Destacado,Medio,Regular
3204,Inicio,Inicio,Baja,Media,Baja,Alta,Consistente,Insuficiente,Frecuente,Moderada,Nula,Alto,Deficiente,Deficiente,Impuntual,Medio,Con_deuda,Pago_Directo,Bajo,Vulnerable,Nula,Constante,Media,Tiempo_completo,Alto,Moderado,En_proceso,Medio,Critico
