id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
3044,Previsto,Previsto,Baja,Baja,Media,Media,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Alto,Adecuado,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Vulnerable,Frecuente,Frecuente,Media,Parcial alta,Moderado,Insuficiente,Destacado,Alto,Regular
3045,En proceso,Inicio,Baja,Media,Media,Baja,Moderado,Insuficiente,Mínimo,Adecuada,Baja,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Riesgo moderado,Nula,Nula,Media,Tiempo completo,Bajo,Insuficiente,Destacado,Alto,Crítico
3046,Destacado,Destacado,Baja,Media,Alta,Excelente,Consistente,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Impuntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Nula,Ocasional,Alta,Tiempo completo,Bajo,Moderado,Destacado,Medio,Excelente
3047,Previsto,Previsto,Baja,Baja,Alta,Excelente,Consistente,Limitado,Mínimo,Adecuada,Baja,Alto,Excesivo,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Bajo,Riesgo moderado,Constante,Constante,Baja,Tiempo completo,Muy alto,Bueno,Inicio,Medio,Regular
3048,En proceso,Previsto,Baja,Media,Baja,Alta,Moderado,Adecuado,Ocasional,Adecuada,Nula,Alto,Adecuado,Bueno,Puntual,Muy Bajo,Con deuda,Credito,Muy Bajo,Vulnerable,Nula,Constante,Alta,Parcial alta,Alto,Bueno,Destacado,Medio,Crítico
3049,En proceso,En proceso,Baja,Media,Excelente,Baja,Moderado,Limitado,Mínimo,Adecuada,Baja,Bajo,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Pago Directo,Muy Bajo,Sostenible,Frecuente,Frecuente,Media,Tiempo completo,Alto,Insuficiente,Destacado,Bajo,Excelente
3050,En proceso,En proceso,Baja,Baja,Excelente,Baja,Consistente,Limitado,Mínimo,Adecuada,Baja,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Credito,Bajo,Estable,Ocasional,Constante,Alta,Parcial alta,Alto,Excelente,Destacado,Medio,Crítico
3051,Previsto,Destacado,Baja,Baja,Baja,Excelente,Moderado,Limitado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Riesgo moderado,Ocasional,Nula,Media,Tiempo completo,Muy alto,Bueno,Previsto,Alto,Excelente
3052,En proceso,En proceso,Baja,Media,Baja,Alta,Consistente,Limitado,Mínimo,Inadecuada,Nula,Bajo,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Beca Parcial,Bajo,Vulnerable,Nula,Ocasional,Baja,Tiempo completo,Bajo,Excelente,Previsto,Alto,Crítico
3053,Previsto,En proceso,Baja,Baja,Excelente,Alta,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Muy Bajo,Sin deuda,Credito,Muy Bajo,Vulnerable,Nula,Ocasional,Media,Parcial alta,Alto,Excelente,En proceso,Bajo,Excelente
3054,Inicio,Inicio,Baja,Baja,Baja,Media,Crítico,Insuficiente,Frecuente,Adecuada,Nula,Alto,Adecuado,Bueno,Puntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Estable,Frecuente,Ocasional,Alta,Parcial alta,Moderado,Insuficiente,Destacado,Alto,Crítico
3055,Previsto,Previsto,Baja,Baja,Alta,Excelente,Moderado,Limitado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Medio,Con deuda,Pago Directo,Muy Bajo,Estable,Nula,Constante,Media,Parcial alta,Moderado,Bueno,Inicio,Bajo,Excelente
3056,En proceso,En proceso,Baja,Baja,Excelente,Media,Consistente,Adecuado,Ocasional,Inadecuada,Baja,Bajo,Regular,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Bajo,Riesgo moderado,Constante,Frecuente,Baja,Ninguna,Moderado,Bueno,Previsto,Alto,Excelente
3057,Destacado,Destacado,Baja,Media,Excelente,Baja,Consistente,Adecuado,Mínimo,Inadecuada,Frecuente,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Credito,Muy Bajo,Vulnerable,Constante,Nula,Alta,Parcial baja,Moderado,Excelente,Previsto,Alto,Excelente
3058,Inicio,Previsto,Baja,Baja,Excelente,Excelente,Crítico,Adecuado,Ocasional,Moderada,Frecuente,Alto,Excesivo,Bueno,Puntual,Medio,Sin deuda,Beca Parcial,Muy Bajo,Riesgo moderado,Constante,Nula,Baja,Parcial baja,Bajo,Moderado,En proceso,Bajo,Crítico
3059,Destacado,Destacado,Baja,Baja,Baja,Alta,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Alto,Excesivo,Bueno,Puntual,Muy Bajo,Sin deuda,Credito,Bajo,Vulnerable,Nula,Nula,Media,Parcial alta,Muy alto,Moderado,Destacado,Alto,Crítico
3060,En proceso,En proceso,Baja,Baja,Baja,Baja,Moderado,Limitado,Mínimo,Adecuada,Frecuente,Moderado,Regular,Excelente,Puntual,Medio,Con deuda,Financiamiento Familiar,Muy Bajo,Estable,Nula,Constante,Alta,Parcial baja,Moderado,Moderado,Destacado,Medio,Crítico
3061,Destacado,Previsto,Baja,Media,Excelente,Baja,Consistente,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Frecuente,Ocasional,Media,Ninguna,Muy alto,Bueno,En proceso,Bajo,Crítico
3062,En proceso,Previsto,Baja,Baja,Baja,Media,Moderado,Adecuado,Ocasional,Adecuada,Baja,Alto,Deficiente,Bueno,Impuntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Estable,Constante,Ocasional,Alta,Tiempo completo,Bajo,Insuficiente,Previsto,Medio,Regular
3063,Inicio,Inicio,Baja,Baja,Media,Alta,Crítico,Insuficiente,Frecuente,Inadecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Muy Bajo,Estable,Ocasional,Nula,Baja,Parcial alta,Bajo,Excelente,Inicio,Medio,Regular
3064,En proceso,En proceso,Baja,Baja,Alta,Alta,Moderado,Adecuado,Mínimo,Adecuada,Nula,Alto,Regular,Bueno,Puntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Estable,Ocasional,Nula,Media,Ninguna,Alto,Excelente,Destacado,Medio,Regular
3065,Previsto,Previsto,Baja,Baja,Baja,Excelente,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Frecuente,Baja,Tiempo completo,Muy alto,Bueno,Inicio,Medio,Excelente
3066,Destacado,Destacado,Baja,Media,Baja,Alta,Ejemplar,Adecuado,Mínimo,Moderada,Nula,Alto,Excesivo,Excelente,Impuntual,Muy Bajo,Con deuda,Credito,Bajo,Vulnerable,Frecuente,Constante,Alta,Parcial alta,Bajo,Bueno,Destacado,Medio,Regular
3067,Inicio,Inicio,Baja,Media,Alta,Baja,Moderado,Insuficiente,Ocasional,Inadecuada,Baja,Alto,Regular,Bueno,Impuntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Sostenible,Nula,Nula,Baja,Tiempo completo,Alto,Bueno,En proceso,Alto,Crítico
3068,Previsto,Previsto,Baja,Baja,Baja,Baja,Consistente,Limitado,Mínimo,Adecuada,Frecuente,Alto,Adecuado,Excelente,Puntual,Bajo,Con deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Nula,Frecuente,Baja,Tiempo completo,Muy alto,Bueno,Inicio,Alto,Crítico
3069,En proceso,En proceso,Baja,Baja,Alta,Baja,Crítico,Limitado,Frecuente,Adecuada,Nula,Alto,Adecuado,Bueno,Puntual,Bajo,Con deuda,Credito,Muy Bajo,Estable,Ocasional,Frecuente,Alta,Parcial alta,Bajo,Bueno,Inicio,Bajo,Excelente
3070,Inicio,Inicio,Baja,Media,Alta,Baja,Moderado,Insuficiente,Ocasional,Moderada,Baja,Alto,Adecuado,Excelente,Impuntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Frecuente,Baja,Ninguna,Moderado,Moderado,En proceso,Alto,Excelente
3071,En proceso,En proceso,Baja,Baja,Alta,Media,Moderado,Insuficiente,Mínimo,Moderada,Nula,Bajo,Regular,Excelente,Impuntual,Bajo,Con deuda,Credito,Bajo,Estable,Nula,Constante,Baja,Tiempo completo,Bajo,Bueno,Previsto,Medio,Regular
3072,Previsto,Previsto,Baja,Baja,Media,Baja,Moderado,Limitado,Mínimo,Moderada,Nula,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Beca Parcial,Muy Bajo,Vulnerable,Frecuente,Frecuente,Alta,Parcial baja,Moderado,Bueno,En proceso,Alto,Excelente
3073,Previsto,Previsto,Baja,Media,Media,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Regular,Excelente,Puntual,Alto,Sin deuda,Financiamiento Familiar,Bajo,Sostenible,Constante,Constante,Alta,Parcial alta,Bajo,Moderado,En proceso,Medio,Crítico
3074,En proceso,Previsto,Baja,Media,Baja,Media,Moderado,Adecuado,Ocasional,Inadecuada,Nula,Alto,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Sostenible,Nula,Frecuente,Baja,Ninguna,Bajo,Moderado,Destacado,Alto,Crítico
3075,Previsto,Previsto,Baja,Baja,Excelente,Excelente,Moderado,Adecuado,Ocasional,Moderada,Baja,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Beca Parcial,Bajo,Vulnerable,Ocasional,Ocasional,Media,Parcial baja,Bajo,Excelente,Previsto,Alto,Regular
3076,En proceso,Inicio,Baja,Media,Media,Media,Crítico,Limitado,Ocasional,Moderada,Nula,Alto,Adecuado,Bueno,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Estable,Nula,Constante,Alta,Tiempo completo,Bajo,Excelente,Inicio,Medio,Excelente
3077,En proceso,En proceso,Baja,Media,Media,Media,Moderado,Limitado,Ocasional,Inadecuada,Baja,Alto,Regular,Bueno,Impuntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Frecuente,Nula,Baja,Parcial alta,Bajo,Insuficiente,Inicio,Alto,Crítico
3078,En proceso,En proceso,Baja,Media,Excelente,Media,Moderado,Limitado,Ocasional,Inadecuada,Frecuente,Alto,Adecuado,Excelente,Puntual,Bajo,Con deuda,Beca Parcial,Muy Bajo,Vulnerable,Constante,Frecuente,Alta,Parcial baja,Moderado,Excelente,Destacado,Medio,Regular
3079,Previsto,Destacado,Baja,Baja,Media,Media,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Sin deuda,Beca Parcial,Muy Bajo,Estable,Nula,Constante,Media,Ninguna,Alto,Insuficiente,En proceso,Alto,Crítico
3080,Destacado,Destacado,Baja,Media,Baja,Excelente,Consistente,Adecuado,Mínimo,Adecuada,Nula,Moderado,Excesivo,Excelente,Impuntual,Alto,Sin deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Nula,Ocasional,Baja,Ninguna,Muy alto,Excelente,En proceso,Alto,Crítico
3081,Previsto,Previsto,Baja,Media,Excelente,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Pago Directo,Bajo,Vulnerable,Constante,Ocasional,Baja,Tiempo completo,Muy alto,Moderado,Inicio,Medio,Regular
3082,En proceso,Previsto,Baja,Baja,Media,Baja,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Alto,Regular,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Sostenible,Nula,Nula,Alta,Tiempo completo,Moderado,Insuficiente,Destacado,Bajo,Crítico
3083,Inicio,Inicio,Baja,Baja,Baja,Alta,Moderado,Insuficiente,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Beca Parcial,Bajo,Riesgo moderado,Frecuente,Constante,Alta,Tiempo completo,Muy alto,Bueno,En proceso,Medio,Crítico
3084,Previsto,Previsto,Baja,Baja,Alta,Excelente,Consistente,Adecuado,Mínimo,Adecuada,Baja,Bajo,Regular,Excelente,Puntual,Medio,Sin deuda,Beca Parcial,Bajo,Estable,Ocasional,Constante,Baja,Tiempo completo,Muy alto,Excelente,En proceso,Medio,Regular
3085,Destacado,Destacado,Baja,Baja,Baja,Excelente,Crítico,Adecuado,Mínimo,Moderada,Baja,Moderado,Regular,Bueno,Impuntual,Muy Bajo,Con deuda,Beca Total,Bajo,Sostenible,Ocasional,Ocasional,Baja,Tiempo completo,Moderado,Excelente,Previsto,Alto,Regular
3086,Previsto,Previsto,Baja,Baja,Excelente,Baja,Crítico,Limitado,Ocasional,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Bajo,Sostenible,Constante,Frecuente,Alta,Tiempo completo,Muy alto,Excelente,Destacado,Alto,Excelente
3087,Destacado,Destacado,Baja,Baja,Media,Alta,Moderado,Adecuado,Mínimo,Adecuada,Baja,Alto,Excesivo,Excelente,Impuntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Ocasional,Frecuente,Alta,Ninguna,Bajo,Moderado,Destacado,Bajo,Excelente
3088,En proceso,En proceso,Baja,Media,Media,Baja,Moderado,Adecuado,Ocasional,Inadecuada,Frecuente,Alto,Deficiente,Bueno,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Ocasional,Ocasional,Baja,Tiempo completo,Moderado,Moderado,Previsto,Bajo,Excelente
3089,Destacado,Destacado,Baja,Baja,Media,Baja,Ejemplar,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Deficiente,Bueno,Puntual,Medio,Con deuda,Pago Directo,Muy Bajo,Estable,Ocasional,Ocasional,Alta,Parcial alta,Muy alto,Excelente,Previsto,Bajo,Excelente
3090,Previsto,Destacado,Baja,Media,Alta,Baja,Moderado,Limitado,Mínimo,Adecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Riesgo moderado,Frecuente,Frecuente,Alta,Parcial alta,Bajo,Bueno,Destacado,Alto,Excelente
3091,En proceso,En proceso,Baja,Baja,Baja,Media,Moderado,Limitado,Ocasional,Moderada,Nula,Bajo,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Sostenible,Nula,Ocasional,Media,Parcial alta,Alto,Insuficiente,Inicio,Alto,Regular
3092,Previsto,Previsto,Baja,Baja,Baja,Baja,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Bajo,Regular,Excelente,Impuntual,Muy Bajo,Con deuda,Beca Parcial,Bajo,Riesgo moderado,Constante,Ocasional,Alta,Ninguna,Alto,Moderado,Inicio,Alto,Excelente
3093,Destacado,Destacado,Baja,Media,Baja,Media,Ejemplar,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Beca Total,Muy Bajo,Sostenible,Frecuente,Nula,Baja,Parcial baja,Bajo,Moderado,Inicio,Medio,Crítico
3094,Destacado,Destacado,Baja,Media,Baja,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Con deuda,Credito,Bajo,Riesgo moderado,Ocasional,Constante,Alta,Tiempo completo,Muy alto,Moderado,En proceso,Medio,Crítico
3095,En proceso,Inicio,Baja,Baja,Alta,Alta,Moderado,Adecuado,Frecuente,Inadecuada,Baja,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Beca Total,Muy Bajo,Sostenible,Ocasional,Nula,Alta,Parcial baja,Bajo,Moderado,En proceso,Alto,Regular
3096,Destacado,Destacado,Baja,Baja,Baja,Alta,Ejemplar,Adecuado,Ocasional,Inadecuada,Baja,Moderado,Excesivo,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Muy Bajo,Vulnerable,Ocasional,Ocasional,Alta,Ninguna,Alto,Moderado,En proceso,Bajo,Excelente
3097,En proceso,En proceso,Baja,Media,Baja,Alta,Moderado,Adecuado,Mínimo,Adecuada,Frecuente,Bajo,Regular,Excelente,Puntual,Bajo,Con deuda,Credito,Muy Bajo,Riesgo moderado,Frecuente,Nula,Alta,Parcial alta,Moderado,Insuficiente,Previsto,Medio,Crítico
3098,Destacado,Destacado,Baja,Baja,Baja,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Constante,Frecuente,Alta,Parcial alta,Bajo,Bueno,Previsto,Bajo,Crítico
3099,Previsto,Previsto,Baja,Media,Excelente,Baja,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Estable,Ocasional,Constante,Alta,Parcial baja,Alto,Bueno,Inicio,Bajo,Crítico
3100,Destacado,Destacado,Baja,Baja,Media,Excelente,Moderado,Adecuado,Mínimo,Adecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Riesgo moderado,Frecuente,Constante,Alta,Parcial baja,Bajo,Insuficiente,En proceso,Medio,Excelente
3101,En proceso,En proceso,Baja,Baja,Excelente,Media,Moderado,Adecuado,Ocasional,Adecuada,Baja,Alto,Adecuado,Bueno,Impuntual,Muy Bajo,Con deuda,Beca Parcial,Bajo,Sostenible,Ocasional,Frecuente,Media,Ninguna,Bajo,Moderado,En proceso,Bajo,Excelente
3102,Destacado,Destacado,Baja,Baja,Excelente,Alta,Consistente,Adecuado,Mínimo,Moderada,Baja,Moderado,Regular,Excelente,Impuntual,Bajo,Con deuda,Credito,Bajo,Vulnerable,Constante,Constante,Alta,Tiempo completo,Alto,Insuficiente,Previsto,Bajo,Crítico
3103,En proceso,Previsto,Baja,Baja,Alta,Media,Crítico,Limitado,Ocasional,Adecuada,Baja,Bajo,Regular,Excelente,Impuntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Nula,Constante,Media,Tiempo completo,Alto,Moderado,En proceso,Alto,Regular
3104,Previsto,Previsto,Baja,Baja,Baja,Media,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Bajo,Adecuado,Excelente,Impuntual,Medio,Con deuda,Pago Directo,Bajo,Sostenible,Constante,Constante,Baja,Ninguna,Moderado,Excelente,Previsto,Alto,Regular
3105,Previsto,Previsto,Baja,Media,Alta,Baja,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Estable,Constante,Nula,Alta,Tiempo completo,Bajo,Moderado,Destacado,Bajo,Excelente
3106,En proceso,En proceso,Baja,Baja,Excelente,Baja,Moderado,Adecuado,Ocasional,Moderada,Baja,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Financiamiento Familiar,Bajo,Estable,Nula,Nula,Media,Parcial alta,Moderado,Excelente,Inicio,Bajo,Excelente
3107,Destacado,Previsto,Baja,Media,Excelente,Media,Consistente,Adecuado,Mínimo,Adecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Con deuda,Beca Total,Bajo,Riesgo moderado,Ocasional,Frecuente,Baja,Parcial alta,Moderado,Excelente,Previsto,Medio,Regular
3108,Destacado,Destacado,Baja,Baja,Excelente,Media,Moderado,Adecuado,Mínimo,Adecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Muy Bajo,Sostenible,Nula,Nula,Baja,Parcial alta,Bajo,Moderado,Inicio,Bajo,Excelente
3109,Destacado,Destacado,Baja,Baja,Alta,Alta,Moderado,Adecuado,Mínimo,Inadecuada,Frecuente,Alto,Excesivo,Excelente,Puntual,Muy Bajo,Con deuda,Beca Total,Bajo,Estable,Ocasional,Frecuente,Alta,Tiempo completo,Moderado,Insuficiente,Previsto,Alto,Crítico
3110,Previsto,Destacado,Baja,Baja,Alta,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Constante,Moderado,Excesivo,Excelente,Puntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Estable,Constante,Constante,Baja,Ninguna,Muy alto,Excelente,Previsto,Medio,Crítico
3111,Inicio,Inicio,Baja,Baja,Baja,Alta,Crítico,Insuficiente,Ocasional,Moderada,Nula,Bajo,Adecuado,Excelente,Puntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Frecuente,Frecuente,Alta,Parcial baja,Muy alto,Excelente,Previsto,Medio,Crítico
3112,Previsto,Previsto,Baja,Media,Excelente,Alta,Moderado,Adecuado,Mínimo,Moderada,Nula,Alto,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Beca Parcial,Bajo,Estable,Nula,Frecuente,Alta,Parcial alta,Alto,Insuficiente,Previsto,Bajo,Crítico
3113,Previsto,En proceso,Baja,Media,Baja,Media,Consistente,Limitado,Mínimo,Adecuada,Nula,Alto,Regular,Bueno,Impuntual,Medio,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Frecuente,Constante,Baja,Parcial alta,Moderado,Excelente,Previsto,Alto,Excelente
3114,Destacado,Destacado,Baja,Media,Baja,Baja,Moderado,Adecuado,Mínimo,Moderada,Nula,Bajo,Adecuado,Excelente,Puntual,Alto,Sin deuda,Pago Directo,Bajo,Sostenible,Constante,Nula,Baja,Parcial baja,Moderado,Insuficiente,En proceso,Bajo,Excelente
3115,En proceso,En proceso,Baja,Baja,Alta,Baja,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Con deuda,Credito,Bajo,Estable,Frecuente,Frecuente,Media,Parcial baja,Muy alto,Excelente,Destacado,Medio,Excelente
3116,En proceso,Inicio,Baja,Baja,Excelente,Excelente,Crítico,Limitado,Ocasional,Inadecuada,Frecuente,Bajo,Regular,Excelente,Puntual,Bajo,Con deuda,Credito,Bajo,Vulnerable,Nula,Frecuente,Alta,Parcial alta,Bajo,Moderado,Destacado,Alto,Crítico
3117,En proceso,En proceso,Baja,Media,Baja,Alta,Consistente,Adecuado,Ocasional,Adecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Beca Parcial,Bajo,Estable,Frecuente,Frecuente,Alta,Parcial baja,Alto,Bueno,Destacado,Alto,Crítico
3118,En proceso,En proceso,Baja,Baja,Baja,Media,Moderado,Limitado,Mínimo,Moderada,Nula,Alto,Adecuado,Bueno,Impuntual,Alto,Con deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Constante,Nula,Alta,Parcial alta,Bajo,Moderado,Destacado,Bajo,Excelente
3119,En proceso,En proceso,Baja,Media,Alta,Baja,Moderado,Insuficiente,Ocasional,Moderada,Baja,Alto,Adecuado,Bueno,Impuntual,Medio,Con deuda,Beca Parcial,Muy Bajo,Estable,Constante,Frecuente,Alta,Ninguna,Bajo,Moderado,Inicio,Bajo,Regular
3120,Destacado,Previsto,Baja,Baja,Alta,Baja,Consistente,Adecuado,Ocasional,Adecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Muy Bajo,Sostenible,Nula,Frecuente,Media,Ninguna,Moderado,Bueno,Destacado,Bajo,Regular
3121,Destacado,Destacado,Baja,Media,Excelente,Media,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Vulnerable,Frecuente,Nula,Baja,Tiempo completo,Muy alto,Moderado,En proceso,Alto,Crítico
3122,En proceso,En proceso,Baja,Baja,Alta,Media,Moderado,Limitado,Ocasional,Moderada,Nula,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Muy Bajo,Sostenible,Constante,Nula,Alta,Ninguna,Muy alto,Excelente,En proceso,Bajo,Regular
3123,Destacado,Destacado,Baja,Baja,Media,Alta,Ejemplar,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Medio,Sin deuda,Beca Parcial,Bajo,Estable,Frecuente,Constante,Baja,Parcial baja,Alto,Excelente,Inicio,Bajo,Regular
3124,Inicio,Inicio,Baja,Baja,Baja,Media,Crítico,Insuficiente,Constante,Moderada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Frecuente,Frecuente,Media,Parcial baja,Muy alto,Insuficiente,Inicio,Alto,Excelente
3125,Previsto,Previsto,Baja,Baja,Media,Alta,Moderado,Limitado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Impuntual,Bajo,Con deuda,Beca Parcial,Bajo,Vulnerable,Frecuente,Nula,Baja,Ninguna,Moderado,Bueno,En proceso,Medio,Excelente
3126,Destacado,Destacado,Baja,Baja,Alta,Media,Moderado,Adecuado,Mínimo,Adecuada,Baja,Moderado,Regular,Excelente,Puntual,Bajo,Sin deuda,Financiamiento Familiar,Bajo,Vulnerable,Constante,Frecuente,Media,Parcial baja,Alto,Bueno,Previsto,Bajo,Excelente
3127,Previsto,Previsto,Baja,Alta,Media,Media,Consistente,Adecuado,Mínimo,Moderada,Baja,Bajo,Excesivo,Excelente,Impuntual,Muy Bajo,Sin deuda,Pago Directo,Bajo,Sostenible,Frecuente,Nula,Media,Parcial alta,Bajo,Moderado,En proceso,Alto,Excelente
3128,Destacado,En proceso,Baja,Baja,Alta,Excelente,Consistente,Adecuado,Mínimo,Moderada,Baja,Bajo,Adecuado,Excelente,Impuntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Estable,Frecuente,Frecuente,Media,Tiempo completo,Alto,Excelente,Inicio,Alto,Regular
3129,Previsto,En proceso,Baja,Media,Alta,Media,Moderado,Adecuado,Ocasional,Moderada,Nula,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Ocasional,Media,Parcial baja,Moderado,Moderado,Inicio,Alto,Crítico
3130,Inicio,En proceso,Baja,Media,Alta,Baja,Moderado,Insuficiente,Mínimo,Adecuada,Baja,Moderado,Regular,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Bajo,Sostenible,Frecuente,Frecuente,Baja,Tiempo completo,Moderado,Bueno,Previsto,Bajo,Regular
3131,Previsto,Destacado,Baja,Baja,Media,Alta,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Bajo,Sin deuda,Credito,Muy Bajo,Riesgo moderado,Constante,Ocasional,Alta,Parcial alta,Muy alto,Bueno,Previsto,Medio,Excelente
3132,Previsto,En proceso,Baja,Baja,Alta,Media,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Regular,Excelente,Impuntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Sostenible,Frecuente,Ocasional,Media,Parcial baja,Muy alto,Insuficiente,Destacado,Medio,Excelente
